भारतीय क्रिकेट टीम के	बनाने का लक्ष्य रखा गया था	364 रन
सुभाष चन्द्र बोस	मृत्यु हो गई	की कारागृह में
अगरतला	है	भारत के श्रेणी:पश्चिम त्रिपुरा ज़िला राजधानी
पनडुब्बी	डूबा देने वाली	युद्ध पोतो को
पूर्व जम्मू और कश्मीर रियासत	विकसित हुआ	हिन्दू और बौद्ध संस्कृतियों का मिश्रित रूप
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	थे	जेल में
लीबिया	घिरा हुआ है	उत्तर में भूमध्य सागर से
आधुनिक समय के बेलारूस	लागू किया गया था	को 13 जनवरी 1995 को
महर्षि कश्यप	विवाह किया	ने दक्ष प्रजापति की सत्रह कन्याओं से
बाथ पार्टी के नए शासक सद्दाम हुसैन	प्रयत्न किया	आधुनिक इराक़ को एक आधुनिक राष्ट्र बनाने का
पुरुष	छोड़ना जारी रखता है	वीर्य को
मैसूर साम्राज्य के	है	में एक कहावत
जुज़ॅप्पे गारिबाल्दि	नाम	गुप्त राष्ट्रवादी क्रन्तिकारी संगठन के साथ नाता जोड़ा
सुभाष चन्द्र बोस	चाहा	पहले रूसी दूतावास में प्रवेश पाना
सुन्नी इस्लाम	मानते हैं	अल्लाह /ईश्वर
मोहम्मद हामिद अंसारी	जन्म	१ अप्रैल १९३७
टीपू सुल्तान	बात कर सकते थे	हर तरह के विषयों पर
नीरो	का सम्राट् था	रोम
शिया इस्लाम में थोड़े अलग सिद्धांतों को	कहा जाता है	स्तम्भ
भगवान शिव	हैं	शुक्र ग्रह के रूप में पूजनीय
पुणे	भी संबोधित किया जाता है	को भारत के Maharashtra राज्य सांस्कृतिक राजधानी कहकर
जैन धर्म	है	प्राकृत भाषा में
यह	हुआ	जगत्मान्य
आधुनिक समय के बेलारूस	बँट गया	पोलैण्ड और कीवयाई रूस के बीच
फूलन देवी	कथित	तौर पर दो व्यक्तियों को नहीं मिला।
उपकरण	अटकाव न बनने वाले	रास्ते में
विद्या देवी भंडारी	का जन्म हुआ था	19 जून 1961 को
जीन-जोसेफ सैनफोरचे	है	एक फ्रांसीसी चित्रकार, कवि, डिजाइनर और मूर्तिकार
मैसूर राज्य	चला गया	अंग्रेजों के अघिकार में
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	बदल डाला	कोलकाता महापालिका का पूरा ढाँचा और काम करने का तरीका
कार्ल मार्क्स	जन्म	5 मई 1818 को त्रेवेस के एक यहूदी परिवार में
दक्षिणपूर्व अलास्का	बना।	आधिकारिक रूप से 3 जनवरी 1959 को राज्य बना।
फेसबुक	की थी	हार्वर्ड के एक छात्र मार्क ज़ुकेरबर्ग ने
फ़िजी	है	फ़िजी द्वीप समूह गणराज्य के निकटतम पड़ोसी टोंगा
बहरीन की	ने अनुभव	किया और नतीजतन, सरकारी कैबिनेट में कुछ बदलाव हुए
द्वितीय विश्वयुद्ध	साबित	हुआ
भारत सरकार ने	अध्यक्ष	सुभाष चन्द्र बोस
फेसबुक	नामक	निजी कंपनी द्वारा संचालित है
शनि सूर्य	हो।	नीचे
नील एल्डन आर्मस्ट्रांग	कार्य किए	कई कंपनियों के प्रवक्ता के रूप में
अर्थशास्त्र	है	विषय का सैद्धान्तिक एवं व्यवहारिक महत्व
कोविड-19 का टीका	होने की उम्मीद नहीं की जा सकती	18 महीने से कम समय में उपलब्ध
भारत के कर्नाटक राज्य में स्थित यह नगर	हैं	में ऐसे अनेक आश्चर्य
अमरूद	लाया गया	भारत में
शहर	होती है	बड़ी और स्थायी मानव बस्ती
बोरॉन	मिलता	है
लुडविग वान बीथोवेन	थे	एक जर्मन संगीतकार
टीपू सुल्तान	बोल सकते थे	कन्नड़ और हिंदुस्तानी
अहंकार से युक्त हिरण्यकशिपु	रचे	प्रहलाद को मारने के लिए षड्यंत्र
बीमा	सुरक्षा करता है	समाज की मानवीय व मौलिक संपत्तियों की
कनेक्टिकट	थी	कॉलोनी की उन तेरह कालोनियों में से एक
एडोल्फ़ हिटलर	बना लिया गया	बंदी
स्वामी विवेकानन्द	प्रतिनिधित्व किया	ने शिकागो के विश्व धर्म सम्मेलन में सनातन धर्म का
न्यूयॉर्क नगर	था	एक वर्ष तक संघिइय राजधानी
सुन्नी इस्लाम	में	एक धार्मिक रहस्यवाद की भावना का विकास होने लगा था
लक्षद्वीप	था	में चोल राजवंश और कैनानोर के साम्राज्य का शासन
ली कोर्बुज़िए	बन गए	फ़्रांसीसी नागरिक
झारखंड की राजधानी राँची	चुना गया है	को सौ भारतीय शहरों में से एक के रूप में
ली कोर्बुज़िए	गए	के पेरिस
हाइड्रोजन सल्फाइड	काला कर देता है	लेड एसीटेट पेपर को
टीपू सुल्तान	चिपक गया	टीपू सुल्तान बंदूकों से
शिशु कृष्ण	गए	वापस वैकुण्ठ को
दक्षिणपूर्व अलास्का	हैं	में 30 लाख से ज़्यादा झील
बहरीन	है	की का एक लंबा इतिहास
मलावी गणराज्य	स्थित है	उत्तरपश्चिम में तंजानिया और पूर्व, पश्चिम और दक्षिण में मोजाम्बिक
सुन्नी इस्लाम	होते हैं	में हर मुसलमान के 5 आवश्यक कर्तव्य
सद्दाम हुसैन	मिली	को फ़ांसी की सज़ा
शिशु कृष्ण	पाए जाते हैं	दक्षिणपूर्व एशियाई इतिहास और कला में
एडोल्फ़ हिटलर	के नेता थे	राष्ट्रीय समाजवादी जर्मन कामगार पार्टी
लार	कोहरा-विरोधी	का कार्य करती है
रावी नदी	मिल जाती हैं	चिनाव नदी में
विराट कोहली	टिकेगा	ट्रोल होने के लिए
भारतीय राष्ट्रीय कांग्रेस	हासिल	करने में असमर्थ
ज्यादातर फ्रेंच फैशन हाउस	द्वारा	चार्ल्स फ्रेडरिक वर्थ द्वारा पेरिस
सुभाष चन्द्र बोस	पाना चाहा	रूसी दूतावास में प्रवेश
भारत देश	है	एक लोकतांत्रिक गणराज्य
एडोल्फ़ हिटलर	घोषित	सर्वोच्च न्यायाधीश
ली कोर्बुज़िए	आए	यूनान व तुर्की होने के
सनातन धर्म	पूजा	कई देवी-देवताओं की पूजा की जाती है
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	काम करने का तरीका ही बदल डाला	कोलकाता महापालिका का पूरा ढाँचा और
जॉन ऐडम्स	थे	फ़िलाडेल्फ़िया की प्रथम महाद्वीपीय महासभा के निर्वाचित प्रतिनिधि
जॉन ऐडम्स	व्यतीत करते रहे	विषादपूर्ण जीवन
भारत	प्रयास कर रही थीं	विनाशकारी युद्ध भारत - चीन से उबरने का
संयुक्त राष्ट्र के स्थापना का एक सदस्य देश	है	दक्षिणी गोलार्द्ध के महाद्वीप के अर्न्तगत एक देश
विराट कोहली	बनाए	28 रन
विवाद	चल रहा हो	इतिहास के पन्नों में टीपू सुल्तान के नाम पर
भारत	अड़ा रहा	खोए क्षेत्र हासिल करने के लिए
जुज़ॅप्पे गारिबाल्दि	हमला करने ही वाला था	ट्रेंट पर
टीपू सुल्तान	रहा	अंग्रेजो का अधिकार
स्वाभिमानी जर्मन राष्ट्र	डरकर पारस्परिक संधियाँ कीं	इस आक्रामक नीति से
सोवियत संघ	बनाए रखा था	सोवियत संघ सहानुभूतिपूर्ण व्यवहार
सद्दाम हुसैन	रहा	खिलाफत की राजधानी
संयुक्त राज्य अमेरिका	शामिल करना चाहता था	नवीन राज्यों स्वतंत्र राज्य के रूप में
जोज़ेफ़ प्रीस्टलि	रखते थे	बाइबिल की सत्यता में अधिक आस्था
एडोल्फ़ हिटलर	ललकारा	ने स्वाभिमानी जर्मन राष्ट्र को स्वावलंबी बनने के लिए
नेटबीन्स	है	एक मुक्तस्रोत सॉफ्टवेयर
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	निकलने के लिये एक योजना बनाई	ब्रिटिश साम्राज्य नजरबन्दी से
पुणे	बना दी गई	को मराठा साम्राज्य'प्रशासकीय राजधानी
बेंगलुरु के दक्षिण में स्थित लाल बाग	है	भारत गणराज्य के सबसे खूबसूरत वनस्पतिक बगीचों में से एक
भगवान शिव	का उल्लेख	कई अवतारों का
विराट कोहली	भी रहे हैं	दुनिया में शीर्ष रैंकिंग ओ॰डी॰आई ॰ बल्लेबाज
दक्षिणपूर्व अलास्का	हैं	में 30 लाख से भी ज़्यादा झील
गुजरात	योगदान दिया है	ने गुजरात अभिनेताओं के रूप में बॉलीवुड को
शब्द	है	हनुमान का एक और रूप
अरबी प्रायद्वीप	निभाता	है
सुभाष चन्द्र बोस	बने।	स्वतंत्र भारत की अस्थायी सरकार के राष्ट्रपति, प्रधानमन्त्री और युद्धमंत्री
हाइड्रोजन सल्फाइड	देता है	सोडियम नाइट्रोप्रुसाइड विलयन के साथ बैंगनी रंग
ईश्वर	है	स्वयंभू और पूरे ब्रह्माण्ड का कारण
फिल्म	अर्जित करने वाली	साल की सबसे ज्यादा लाभ
हू वॉन्ट्स टू बी ए मिलिनेयर	रिलीज	होने के बाद व्यापक आलोचना हुई
युद्ध	जीतने के बाद	अनेक स्थानों पर
अब्राहम लिंकन	सम्मिलित होने के लिए आमंत्रित किया	ने दास राष्ट्रीय सेनाओं में
जयप्रकाश नारायण गाँधी	गिरफ्तार की गईं	ब्रिटिश अधिकारियों द्वारा
जैसलमेर राज्य	हैं	जैसलमेर राज्य का प्रमुख नगर
अनुष्का शर्मा	की अभिनेत्री है	बॉलीवुड
सुभाष चन्द्र बोस	रखा था	अनिता बोस नाम अनिता बोस
बहरीन की	जाना जाता था	को टाइलोस के रूप में
शून्य	का प्रयोग किया गया है	आर्यभट्ट के काल से प्राचीन
जोज़ेफ़ प्रीस्टलि	लिखी	एक पुस्तक
झारखंड की राजधानी राँची	हैं	में अनेक प्रसिद्ध शैक्षिक संस्थान
जॉन ऐडम्स	निर्वाचित	हुए
विद्या देवी भंडारी	भी रह चुकी हैं	नेपाल रक्षा मंत्रालय में पूर्व रक्षा मंत्री
विराट कोहली	शामिल हुए	शृंखला पुरस्कार के पुरुष
गौतम बुद्ध	सहज	रूप में प्रथम ध्यान की उपलब्धि हुई
स्लमडॉग शब्द के इस्तेमाल पर	जताया	गया
स्वामी विवेकानन्द	रखते हैं	यही बात सामने
दमा	के पहले और बाद में	एक गंभीर बीमारी
जैसलमेर	रहा है	राज्य क्षेत्र का एक विशिष्ट स्थान
इस्लाम	है	एक इब्राहीमी पन्थ
एक पीपल वृक्ष	बैठे	गौतम बुद्ध
ज्वर	होने	शरीर में
विराट कोहली	हासिल की है	63वें मैच में यह उपलब्धि
कंबोडिया	पुन: सुदृढ़ करने का प्रयत्न किया	ने कंबोडिया की स्थिति को
कोपनहेगन	है	उत्तरी यूरोप के सबसे सघन क्षेत्रों में से एक
बंगलौर	रहा	सातवें स्थान पर
युनाइटेड किंगडम	शामिल हो गया	यूरोपीय समुदायों में
पुरुष	बनानेवाले	पुरुषों के साथ यौन-संबंध
सतगुर गोबिंद सिंह जी की	दिया	ने आदिग्रन्थ को अन्तिम रूप
विराट कोहली	बनाया	ने विराट कोहली पहला ओडीआई अर्धशतक
शिशु कृष्ण	प्रकट होते हैं	पथ प्रदर्शक के रूप में सामने में
अधिकतर ऑस्ट्रेलियाई काष्ठीय पौधों की जातियाँ	है	सदाबहार
श्रद्धा से रोगमुक्ति का आधार	है	सम्मोहन
Kirghiz सोवियत समाजवादी गणराज्य	स्थापित किया गया था	सोवियत संघ के एक घटक संघ गणराज्य के रूप में
72,26,000 मुसलमान	छोड़कर आए	भारत की
फेसबुक	पहचाना	जाने
जयप्रकाश नारायण गाँधी	गईं	दक्षिण के गैर हिन्दीभाषी राज्यों में दंगा छिड़ने पर
मुज़फ्फरपुर	था	राज्य का अंग
भारतीय राष्ट्रीय कांग्रेस	वापस आ गया था	पुनः सत्ता में
पाइथागोरस	का गलत श्रेय	पाइथागोरस को दिया जाता है
नील एल्डन आर्मस्ट्रांग	अदा की	ने कैप्सूल कम्युनिकेटर के रूप में नील एल्डन आर्मस्ट्रांग भूमिका
स्वामी विवेकानन्द	प्रशिक्षित किया गया था	को भारतीय शास्त्रीय संगीत में
बीमा	प्रदान करता है	बचत को प्रोत्साहन देने वाला वातावरण
मुसलमान	छोड़	कर न जाएं
पूर्व जम्मू और कश्मीर रियासत	चला	१९४७-४८ के दौरान
पैराग्वे	है	की पृथ्वी पर कुछ शेष स्थानों में से एक
बाथ पार्टी के नए शासक सद्दाम हुसैन	बताकर एक युद्ध घोषित कर दिया	ने सत्ता के तख़्तापलट की साजिश का कारण
हनुमान	आए	वापस
फूलन देवी	हत्या कर दी गई थी	शेर सिंह राणा द्वारा
भगवान	है	हिन्दी में सबसे ज़्यादा प्रचलित
कई जगह	घूमने लायक	कोलंबो
जुज़ॅप्पे गारिबाल्दि	हुआ	भव्य स्वागत
धर्म	प्रचारित	अंतिम दो तीर्थंकर द्वारा
मैसूर	है	अति सुंदर एवं स्वच्छ
जयप्रकाश नारायण गाँधी	शामिल हुईं	सरकार में
दूसरा इतालवी-एबिसिनियन युद्ध	शुरू हुआ	इथियोपिया साम्राज्य पर इतालवी राज्य के आक्रमण से
भारत	नियंत्रित करता है	उस क्षेत्र के लगभग 45% भू-भाग को
अब्राहम लिंकन	था	अमेरिका के सोलहवें राष्ट्रपति कार्यकाल
नाइट्रिक अम्ल	आता है	पौधों के उपयोग में
नील एल्डन आर्मस्ट्रांग	निधन हो गया	सिनसिनाती में
मैसूर	कहते हैं	पर्यटकों का स्वर्ग
कोका कोला	था	एक दवा के रूप में
कैल्सियम कार्बाइड	है	एक अकार्बनिक यौगिक
एडोल्फ़ हिटलर	ने	वर्साय की संधि की आलोचना करनी शुरु कर दी
यह	थी	गैलीलियो गैलिली की खगोलीय गति की एक प्रथम खोज
एडोल्फ़ हिटलर	उपलब्ध कराए	अधिकांश लोगों को रोजगार
भारत	रखा गया है	गणराज्य के प्रथम प्रधानमंत्री के नाम पर
नवाज़ुद्दीन सिद्दीकी	कोशिश	टीवी धारावाहिकों में काम तलाशने की
भारत सरकार ने	रिहा करने से इन्कार कर दिया	कांग्रेस अध्यक्ष सुभाष चन्द्र बोस
पश्चिमी पाकिस्तान	परेशान कर रखा है	ने दुनिया के कई मुल्कों को
टीपू सुल्तान	व्यक्त किया	ने आक्रोश और दु:ख
हुमायूँ	बिताना पड़ रहा था	को फारस में अज्ञातवास
राजपूत	बने	मुगलों के सर्वाधिक शक्तिशाली सहायक
विश्वनाथन आनंद	जन्म	११ दिसम्बर १९६९ में
विराट कोहली	खेल पाए	त्रिकोणीय एकदिवसीय शृंखला में कुछ मैचों में
गौतम बुद्ध	हो गए	अत्यन्त रुग्ण
विराट कोहली	आकर	0/1 के स्कोर पर
आधुनिक बांग्लादेश	रहा था	क्रांतिकारी गतिविधियों का प्रमुख केंद्र
इरित्रिया	स्थित है	पश्चिम में सूडान, दक्षिण में इथियोपिया और दक्षिणपूर्व में जिबूती
ली कोर्बुज़िए के	को भी लयबद्धता दी	ने इस विचार
समष्टि अर्थशास्त्र	उपयोगी ढँग से परिभाषित करने का प्रयत्न करता है	अर्थशास्त्र के बड़े समूहों को
गणित की	स्थापित	को यूनानियों
विराट कोहली	हराकर 19 रन बनाए	ने भारतीय क्रिकेट टीम के लिए चार विकेट से
जमुई	आसानी से पहुंचा जा सकता है	भारत के कई प्रमुख शहरों से सड़क मार्ग द्वारा
नेल्सन रोलीह्लला मंडेला	सीखा	महात्मा गांधी अहिंसा का पाठ
दक्षिणपूर्व अलास्का	निगमित किया गया	आधिकारिक रूप से संगठित क्षेत्र के रूप में
एडोल्फ़ हिटलर	शुरु किया	सक्रिय राजनीति में अभिरुची लेना
शनि	लेता है	बृहस्पति के चार चक्कर लगाने में समय
पाकिस्तान	निर्णय लिया	ने युद्ध करने का
बहरीन	ने	संयुक्त राष्ट्रसंघ का सदस्य
कार्ल मार्क्स	लिख सकता	था
रूसी भाषा	है	संसार की भाषाओं में पाँचवे स्थान पर
चुनाव	हटा देंगे	लोगों का ध्यान
सुभाष चन्द्र बोस	थे	योजना आयोग एक सदस्य
सनातन धर्म	है	पृथ्वी के सबसे प्राचीन धर्मों में से एक
अंकारा	में 17 फरवरी 2016	आतंकवादी हमला हुआ
जीवाणु	नामक	साल्मोनेला टाइफी
बहरीन	बन गया	की इस्लामी राष्ट्र
विराट कोहली	रहे हैं	सर गारफील्ड सोबर्स ट्रॉफी जैसे कई पुरस्कार के प्राप्तकर्ता
बहरीन की	है	में रेगिस्तानी मैदान
ली कोर्बुज़िए	प्रदर्शन किया	ने प्लाँ वोइसीं का
मिनेसोटा	स्वीकार किया गया था	32वें अमेरिकी राज्य के रूप में
जयप्रकाश नारायण गाँधी	मृत्यु के बाद	प्रधानमंत्री बनें
धर्म	सहमत	नहीं
निर्मला सीतारामन्	हैं	भारत की वित्तमंत्री
मुसलमान	मानते हैं	देवदूतों के अस्तित्व को
ब्रह्म	हो जाता है	ईश्वर
पुणे	को कहा	जाता है'पूरब का ऑक्सफोर्ड
बीमा	वृद्धि करता है	समाज में व्यक्ति के आत्म सम्मान व प्रतिष्ठा में
भगवान	हैं	विष्णु के विष्णु के दशावतार
पश्चिमी पाकिस्तान	नाम दिया	ने एक नए तरह के युद्ध का
सम्मोहन	उपयोग किया जाता है	आधुनिक युग में विभिन्न चिकित्सकिय कार्यों के लिए
एडोल्फ़ हिटलर	नहीं मिली	को राष्ट्रपति के चुनाव में सफलता
अरबी भाषा	अर्थ होता है	में अकबर शब्द का
कार्ल मार्क्स	निभाई	ने बहुत महत्वपूर्ण भूमिका
पुलिस	पूछताछ करता है	जमाल मलिक से
लीबिया	है	दुनिया के सबसे सुन्दर और सूखे देशों में से एक
जमुई	भगवान	महावीर के जन्म स्थान के रूप में
विराट कोहली	नहीं खेल पाए	भारत की चार मैचों की शृंखला में
नीरो	भी	नीरो पत्नी आक्टेविया को मरवा डाला
भगवान	प्रकट	हुए
पुणे	बसा	है और पुणे जिला का प्रशासकीय मुख्यालय है
अरबी भाषा	है	सामी भाषा परिवार की एक भाषा
जोज़ेफ़ प्रीस्टलि	ने	ऑक्सिजन की खोज कर डाली
पड़ोसी ईरान	चला	8 सालों तक
आधुनिक समय के बेलारूस	थे	लगभग 1,13,000 इंटरनेट होस्ट
स्वामी विवेकानन्द	जन्म	12 जनवरी 1863 - मृत्यु: 4 जुलाई 1902
सिंधु नदी	बहती है	पश्चिम की ओर
मानव लार	बना है	98% पानी से
हू वॉन्ट्स टू बी ए मिलिनेयर	रिलीज किया गया	में 26 दिसम्बर को
एडोल्फ़ हिटलर	शुरु किया	ने जनता को पूँजीपतियों और यहुदियों के खिलाफ भड़काना
ली कोर्बुज़िए के	सोचे	ने कई तरीके
संघवादी दल	अध्यक्षता में	जॉन ऐडम्स
ली कोर्बुज़िए के	मिला	को एक योजना समिति में स्थान
सिन्धु नदी	निकल	मानसरोवर के पास से
बेंगलुरु के दक्षिण में स्थित लाल बाग	में	ट्रॉपिकल पौधों का विशाल संकलन है
इटली की	बोला	ने अल्बानिया पर हमला
भारत देश	हैं	में २८ राज्य और ८ केंद्र-शासित प्रदेश
विराट कोहली	है	अंधविश्वासी
सुभाष चन्द्र बोस	नेतृत्व किया	ने असहयोग आंदोलन का
टीपू सुल्तान	था	गुलामी को खत्म करने वाला पहला शासक
स्वामी विवेकानन्द	जन्म	12 जनवरी 1863 - मृत्यु: 4 जुलाई 1902 एकमात्र छात्र
एडोल्फ़ हिटलर	हल करने का पूरा विश्वास दिलाया	ने जनता को समस्याएँ
शून्य	विभाजित	हो जाता है
ईथरनेट	विकसित किया गया	Xerox PARC में
राज्य सरकार	नेतृत्व में	समाजवादी पार्टी के मुलायम सिंह यादव के
संयुक्त राष्ट्र के स्थापना का एक सदस्य देश	है	अर्दशुष्क या मरुस्थल
सुभाष चन्द्र बोस	थे	जापान की कठपुतली
समूचे दक्षिण प्रशांत महासागर क्षेत्र	धीरे-धीरे सामने आया	अगले दस वर्षो में
शिशु कृष्ण	कहा जाता है	को वासुदेव
बाथ पार्टी के नए शासक सद्दाम हुसैन	बनाने का प्रयत्न किया	तो आधुनिक इराक़ को एक आधुनिक राष्ट्र
नील एल्डन आर्मस्ट्रांग	अनुरोध किया	ने विश्राम और पहले खिसकाने का
नील एल्डन आर्मस्ट्रांग	ने	कई कंपनियों के प्रवक्ता के रूप में कार्य किए
विद्या देवी भंडारी	रह चुकी हैं	भूतपूर्व नेपाली राजनीतिज्ञ तथा कम्युनिस्ट पार्टी ऑफ़ नेपाल की नेता
गणित	हो सकता है	उपयोगी
नाजी जर्मनी	मिलकर कब्जा कर लिया	ने हंगरी से साथ
ईश्वर	घोषणा करने के लिये चुना था	ने बपतिस्मा-दाता जॉन स्वयं ईसा मसीह के प्रथम आगमन की
विराट कोहली	ने स्वीकार किया है	कि विराट कोहली ( जन्म: 5 नवम्बर 1988 अंधविश्वासी है
कोपनहेगन	स्थित है।	जीलैण्ड द्वीप के पूर्वी तट की समतल भूमि पर
जॉर्ज हर्बर्ट वॉकर बुश	रहे	सेंट्रल इंटेलिजेंस के निदेशक, प्रतिनिधि और राजदूत
ब्रिटेन	भेजीं	ने पोलैंड की रक्षा के लिए ब्रिटेन सेनाएँ
अंडोरा देश	है	यूरोप का छठा सबसे छोटा देश
शब्द	निकला है	हपिरू से
सुभाष चन्द्र बोस	गम्भीर	रूप से जल गए थे
विराट कोहली	बनाया है	एक भारतीय बल्लेबाज द्वारा सबसे तेज शतक का रिकॉर्ड
विश्व स्वास्थ्य संगठन	सलाह देता है	मास्क उपयोग के लिए निम्नलिखित सर्वोत्तम तरीकों की
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	बन्दी बनाकर भेज दिया	अनिश्चित काल के लिये म्याँमार के माण्डले कारागृह में
निश्चित ही कलाकृतियाँ	हैं	उपकरण
बीमा	बनती है	दे श का में व्यावसायिक विकास हेतु अनुकू ल परिस्थितियों
रॉयल बॉयोस्कोप कंपनी	बोए	बीज
गौतम बुद्ध	नाम दिया गया था	को सिद्धार्थ
बाइबिल	छपी	प्राग शहर में
कंबोडिया	फहराने लगी	की प्राचीन यश:पताका
मुसलमान	चाहते	हैं तो भारत की में रह सकते
संयुक्त राष्ट्र के स्थापना का एक सदस्य देश	है	संघीय शक्ति विभाजन पर आधारित, एक संवैधानिक प्रजातंत्र
स्काइपकास्ट्स	प्रदान करते हैं	संचार का एक सुरक्षित विकल्प
राधिका आप्टे	अभिनय किया	भारत की पहली साइंस फिक्शन कॉमेडी सीरीज़ में
दूसरा इतालवी-एबिसिनियन युद्ध	के परिणामस्वरूप	इथियोपिया पर इतालवी सैन्य कब्जा हो गया
फूलन देवी	आत्मसमर्पण करेगी	केवल मध्य प्रदेश पुलिस के सामने
राजधानी	स्थित है	सुवा विती लेवु के नाम से मे
कृषि	है	सकल घरेलू उत्पाद का 1% से कम हिस्सा
कांग्रेस अध्यक्ष सुभाष चन्द्र बोस	स्थापना की	ने फॉरवर्ड ब्लॉक कांग्रेस अध्यक्ष सुभाष चन्द्र बोस पार्टी की
साम्राज्यशाही ब्रिटेन द्वारा किया गया भारत का यह विभाजन	प्रभावित हुए	भारत की के विभाजन से करोड़ों लोग
वेस्ट इंडीज	दौरा किया	ने भारतीय क्रिकेट टीम के का
इतिहास	समझने के काम आए	गुरबानी
बीमा	करार दिया जाता था	आत्महत्या, द्वंद्वयुद्ध अथवा समुद्रयात्रा करने पर
भारत	ने	कई सवाल उठाए
शब्द	बना	सिन्धु से बना माना जाता है
मलावी गणराज्य	फैला	हुआ है
विराट कोहली	मारकर मुकाबला जिताया	ने 22 चौके और एक छक्का
कीसीके	कम कर सकते हैं	दर्द
नवाज़ुद्दीन सिद्दीकी	लिए	काफी दिक्कतों वाला
नील एल्डन आर्मस्ट्रांग	देखा था	उत्तरी ध्रुव केवल अंतरिक्ष से
एडोल्फ़ हिटलर	इच्छा की	चेकोस्लोवाकिया के उन प्रदेशों को लेने की
अंकारा	जाना जाता था	अंगोरा के नाम से
आतंकवाद	होता	है
जीव	मुक्त हो जाता है	समस्त कर्मों के बंधन से
नील एल्डन आर्मस्ट्रांग	घोषणा की	कि हाउस्टन, ट्रांक्विलिटी बेस हियर।
मकान	निश्चित किए गए हैं	परिवार के आकार के आधार पर
मोरारजी देसाई	बने	प्रधानमंत्री
जॉन ऐडम्स	खींच लिया	राजनीति से जॉन ऐडम्स हाथ
उमर बिन खत्ताब	को ख़लीफ़ा बनाया गया	अबु बक़र मरने के बाद
जुज़ॅप्पे गारिबाल्दि	संपन्न करने की तैयारी की	ने इतावली जनता को
ओझा	फैलाने के लिए भी ज़िम्मेदार ठहराए जाते हैं	अंधविश्वास और हानिकारक प्रथाओं को
रावी नदी	है	उत्तरी भारत में बहनेवाली एक नदी
टीपू सुल्तान	आविष्कृत	सुलेख के नियमों पर
तमिल सिनेमा	है	छोटा आकार का
सुभाष चन्द्र बोस	निकल गए	पूर्वी एशिया की ओर
यह	स्पष्ट करता है	हाइड्रोजन आयन सांद्रता में एक एक द्विघात समीकरण को
जयप्रकाश नारायण गाँधी	स्वतः	ही संसद से
चीन जनवादी गणराज्य	बनाने की कला में सांस्कृतिक मिश्रण देखा जा सकता है	कढ़ाई और लेस
हू वॉन्ट्स टू बी ए मिलिनेयर	मिला	ग्यारह बाफ्टा और दस एकेडमी अवार्ड के लिए नामांकन
ब्राह्मण	स्थापना की	ने देवराज नामक संप्रदाय की
खतना	पूर्ति कर सकता है	विकासपरक उद्देश्य की
मैसूर	बसा है	मैसूर के पूर्व में कबीनी नदी के किनारे
स्वामी विवेकानन्द	रहे	सेन्स बैंड ऑफ़ होप में सक्रीय
सुभाष चन्द्र बोस	स्वागत किया गया	का 51 बैलों द्वारा खींचे हुए रथ में
पूरे भारत	जकड़ा था	परतंत्रता की बेड़ियों में
अभिजात संगीत मैफली का कार्यक्रम	होता है	एक पर्व के समान
स्काइपकास्ट्स	संचालित करता था	सार्वजनिक स्काइपकास्ट्स की एक निर्देशिका को
सुन्नी इस्लाम	थे	मुहम्मद साहब के चचेरे भाई
विराट कोहली	रहा	20वां शतक
जयप्रकाश नारायण गाँधी	बढ़ावा दिया	अधिक बामवर्गी आर्थिक नीतियाँ लायीं और कृषि उत्पादकता को
निर्मला सीतारामन्	एम॰फ़िल॰ की	ने जवाहरलाल नेहरू विश्वविद्यालय से अंतरराष्ट्रीय अध्ययन विषय में
भारत देश	है	भारतीय उपमहाद्वीप का सबसे बड़ा देश
